Adelphi University,40.722308,73.650559,#Adelphi,116648575013047,This part of campus always looks beautiful covered in snow We can't wait 😍,3
Adelphi University,40.722308,73.650559,#Adelphi,116648575013047,Quote of the Day #MotivationalMonday,0
Adelphi University,40.722308,73.650559,#Adelphi,116648575013047,Quote of the Day,0
Adelphi University,40.722308,73.650559,#Adelphi,116648575013047,Happy New Year Panthers,3
Adelphi University,40.722308,73.650559,#Adelphi,116648575013047,It's nearly 2016 What are your resolutions for the new year Panthers,0
Adelphi University,40.722308,73.650559,#Adelphi,116648575013047,Quote of the Day,0
Adelphi University,40.722308,73.650559,#Adelphi,116648575013047,"The experience was absolutely wonderful It was probably one of the best experiences I ever had in my life"Through Adelphi University's Community Fellows Program Elizabeth Sam interned at Girl Scouts of Nassau County  Elizabeth wanted to develop a program that would encourage young girls to go into the STEM (Science Technology Engineering and Math) field,9
Adelphi University,40.722308,73.650559,#Adelphi,116648575013047,Quote of the Day,0
Adelphi University,40.722308,73.650559,#Adelphi,116648575013047,We love these architectural stairs Can you guess what building they're in,3
Adelphi University,40.722308,73.650559,#Adelphi,116648575013047,This year we were the proud to be listed among a select number of "Best Buys" in higher education for the 10th consecutive year by the Fiske Guide to Colleges The Princeton Review also acknowledged AU’s sustainability efforts by naming us to its Guide to Green Colleges for a 2nd consecutive year Check out more about these and other awards we've won this year - http://owly/WheQs,8
American University,38.937062,77.090897,#AmericanU,54415572996,Great Washington Post feature on AU alumna and Alexandria Mayor Allison SilberbergAmerican University Alumni Association,3
American University,38.937062,77.090897,#AmericanU,54415572996,TODAY IN DC NEWS: Compass Coffee is fighting to make Americanos great again American University bans hoverboards and so much more,3
American University,38.937062,77.090897,#AmericanU,54415572996,Convenient and cost-effective AASP's one-day regional conferences bring cutting-edge education to locations across the country This month's Symposia arrives at American University in Washington DC on January 22 To learn more and to register visit:,0
American University,38.937062,77.090897,#AmericanU,54415572996,,0
American University,38.937062,77.090897,#AmericanU,54415572996,hope and pray to see and set my foot for a while is enough alreadyits a dream come true whew,4
American University,38.937062,77.090897,#AmericanU,54415572996,hope and pray to see and set my foot for a while is enough alreadyits a dream come true whew,4
American University,38.937062,77.090897,#AmericanU,54415572996,happy new year 2016 and wish everyone a great progress,9
American University,38.937062,77.090897,#AmericanU,54415572996,,0
American University,38.937062,77.090897,#AmericanU,54415572996,What is the relationship between religion and climate change A new #HRLI-supported project by the Center for Latin American and Latino Studies at American University will build upon previous research on religious engagement and environmental conflict in Latin America by comparing multiple regions of the world,-2
American University,38.937062,77.090897,#AmericanU,54415572996,Winter break 2015-2016 Bench outside SIS  waiting for students faculty and staff to return Happy New Year everyone,3
Andrews University,41.965957,86.359638,#AndrewsUniversity,67314464585,A memorial service for beloved student Whitney Watson who passed away last month while on a mountain climbing trip in California will be held this Sunday January 10 at 4 pm in the Howard Performing Arts Center on the campus of Andrews University Our thoughts and prayers are with all those affected by and mourning the loss of one of our own,-3
Andrews University,41.965957,86.359638,#AndrewsUniversity,67314464585,,0
Andrews University,41.965957,86.359638,#AndrewsUniversity,67314464585,Well we made it 2015 is hours from over and we're about to embark on the journeys 2016 will bring us Thanks for coming along for the ride May God's blessings be upon all of us in the coming year,2
Andrews University,41.965957,86.359638,#AndrewsUniversity,67314464585,Check it out--we're listed among the top 5 universities and colleges to get a healthcare administration degree,2
Andrews University,41.965957,86.359638,#AndrewsUniversity,67314464585,We've extended the deadline for the $3500 Wellness Transformation Scholarship Click the link below for details and get that application going,0
Andrews University,41.965957,86.359638,#AndrewsUniversity,67314464585,US News recognizes us for having at least 19% of our student population hailing from overseas Check out the slide show at the link below to see what other schools made the list,0
Andrews University,41.965957,86.359638,#AndrewsUniversity,67314464585,| Christmas in Germany |One of the great things about Andrews is that so many cultures are represented in the faculty staff and students For the next few days until Christmas we'll talk to members of the Andrews community who represent various countries and cultures and learn a little bit more about what an Andrews Christmas really isIn our next video Andrew von Maur professor of architecture shares what Christmas is like in his home country Germany,6
Andrews University,41.965957,86.359638,#AndrewsUniversity,67314464585,| Christmas in Venezuela |One of the great things about Andrews is that so many cultures are represented in the faculty staff and students For the next few hours until Christmas we'll talk to members of the Andrews community who represent various countries and cultures and learn a little bit more about what an Andrews Christmas really isIn our next video Claudio Gonzalez associate professor of music shares what Christmas is like in his home country Venezuela,6
Andrews University,41.965957,86.359638,#AndrewsUniversity,67314464585,| Christmas in St Vincent |One of the great things about Andrews is that so many cultures are represented in the faculty staff and students For the next few hours until Christmas we'll talk to members of the Andrews community who represent various countries and cultures and learn a little bit more about what an Andrews Christmas really isIn our next video Mildred McGrath patron services manager at the James White Library shares what Christmas is like in her home country St Vincent,6
Andrews University,41.965957,86.359638,#AndrewsUniversity,67314464585,| Christmas in Ghana |One of the great things about Andrews is that so many cultures are represented in the faculty staff and students For the next few hours until Christmas we'll talk to members of the Andrews community who represent various countries and cultures and learn a little bit more about what an Andrews Christmas really isIn our next video Doris Omari graduate student in the Department of Social Work shares what Christmas is like in her home country Ghana,6
Auburn University,32.59551,85.495894,#Auburn,11500923193,The Auburn tag is now available for motorcycles Make it known that you’re part of the Auburn Family and support student scholarships toohttp://wwwauburnedu/cartags,2
Auburn University,32.59551,85.495894,#Auburn,11500923193,We hope you had a great Christmas and New Year Campus is open once again,5
Auburn University,32.59551,85.495894,#Auburn,11500923193,Great article about a "pillar of the Auburn community"Love Anniversaries  Love Auburn  Think Anders,6
Auburn University,32.59551,85.495894,#Auburn,11500923193,We have a Hosptiality Design / Interior Design firm in Jackson MS  We design hotels around the United States  If you are an Auburn interior design graduate and are interested in working for an award winning small firm send us a resume ASAP  We are Barrett Design Studio  I am an Auburn Grad myself  So I know Auburn is the best  Send Resume with cover to:kristen@celiabarrettdesignnet  or mail to:  Barrett Design Studio 3000 Old Canton Rd Ste 550 Jackson MS  39216,13
Auburn University,32.59551,85.495894,#Auburn,11500923193,Where did Auburn University rank in this week's Southeastern Conference Recruiting Rankings #Race2NSD Watch here: http://onscoutcom/Wxw3A,0
Auburn University,32.59551,85.495894,#Auburn,11500923193,#UALLAMERICA Ben Davis the No 1 rated Inside Linebacker will have a busy January choosing between the Georgia Bulldogs Notre Dame Football Auburn University or his father's Alma Mater Alabama Football,-1
Auburn University,32.59551,85.495894,#Auburn,11500923193,#ThisIsAuburn,0
Auburn University,32.59551,85.495894,#Auburn,11500923193,Happy New Year Make 2016 a great one War Eagle,4
